ID	Positive_score	Negative_score	Content
581	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
582	1	0	RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @HotTopic exclusive #Vision Pop!  #InfinityWar https://t.co/dBX0vIx3zj
583	3	0	@MarvelStudios Started at the beginning and now I'm here. 😁 #Avengers #InfinityWar https://t.co/sUeXwyZOb2
584	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
585	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
586	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
587	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
588	1	0	I got hooked watching Avengers for the first time when it came out and haven’t stopped loving it since! #avengers #infinitywar
589	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
590	0	2	So your telling me, that not only does loki die, but he dies at the very beginning? nah that's not on #InfinityWar #loki
591	0	0	RT @partygirlu2: New tv spot #DoctorStrange #InfinityWar https://t.co/TOa8xxSxNL
592	1	0	@MarvelStudios #Avengers #InfinityWar my love in this journey starts with the first movie of the Avengers, and inst… https://t.co/bYm7COA97E
593	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
594	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
595	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
596	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
597	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
598	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
599	3	0	#InfinityWar  comes in 10 days and I want to do a count down like thing making a marvel themed video everyday what you guys like to see?
600	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
601	1	0	RT @AshBG: Less than one week till I'm in LA for #InfinityWarEvent!! Can't wait to celebrate @Avengers with my fellow bloggers!! https://t.…
602	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
603	0	0	@MarvelStudios Started with Iron Man in high school, now I'm years out of college #avengers #infinitywar
604	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
605	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
606	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
607	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
608	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
609	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
610	0	0	RT @MatthewACherry: .@Marvel really giving us #BlackPanther and #InfinityWar back to back in a 2 month span https://t.co/nsD711LNTQ
611	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
612	2	0	RT @thorofficial: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/JjbjHze1VD ht…
613	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
614	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
615	0	2	RT @MarvelousRealm: New #Avengers #InfinityWar TV Spot
[⚠️ Warning: New Footage 🚨]
https://t.co/lS9BaeTrfL https://t.co/iwqERi7bj5
616	1	0	Tweet on twitter 

Tweet #Avengers + #InfinityWar

Get free infinity wars stuff sent to you from Fooji
617	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
618	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
619	0	0	@MarvelStudios Watched Iron Man opening weekend in 2008 and honestly changed my life and became one of my favorite… https://t.co/j0jSRP2L2s
620	0	0	RT @nbstv: Join @sa_brizzy @deejahn as they host @Ugaman01 tonight 8pm on #NBSKonnect
Topics: Community Management and Social media Data.
D…
621	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
622	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
623	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
624	0	0	My journey started 10 years ago watching Iron Man when it first came out with my dad. I had no friends. Then when I… https://t.co/N6kOjKR5iv
625	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
626	0	0	RT @MyloBrizuela: I WANT THE SPACE STONE... 🙌🏼

Which stone do you want? 🤔 #InfinityWar https://t.co/JVYrXshAWf
627	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
628	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
629	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
630	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
631	1	0	RT @AshBG: Less than one week till I'm in LA for #InfinityWarEvent!! Can't wait to celebrate @Avengers with my fellow bloggers!! https://t.…
632	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
633	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
634	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
635	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
636	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
637	1	0	Vote for your Favorite ...
#IronMan #CaptainAmerica #thanos #Thor #InfinityWar
638	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
639	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
640	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
641	0	0	@MarvelStudios me and my youth group went to see civil war #avengers #InfinityWar
642	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
643	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
644	2	0	RT @brucesnat: @MarvelStudios The magic of BruceNat brought me here! I'm so glad I'm a part of this big fandom 💚 #avengers #infinitywar #ma…
645	0	0	RT @MatthewACherry: .@Marvel really giving us #BlackPanther and #InfinityWar back to back in a 2 month span https://t.co/nsD711LNTQ
646	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
647	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
648	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
649	1	0	RT @marvelunsolved: Peter &amp; Tony against Thanos, what a powerful family. #InfinityWar https://t.co/7Z7PCArgjW
650	0	0	An entire universe. Once and for all #Avengers #InfinityWar
651	0	0	Re-watching all MCU movies and at last I will watch #Avengers+#InfinityWar
652	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
653	0	0	An entire universe. Once and for all #Avengers #InfinityWar
654	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
655	0	0	@MarvelStudios With avengers 1 #Avengers+ #InfinityWar
656	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
657	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
658	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
659	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
660	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
661	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
662	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
663	0	0	RT @MarvelStudios: Check out the exclusive @RealD3D @Avengers: #InfinityWar poster and see the film in theaters April 27! Get tickets: http…
664	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
665	1	0	RT @Avengers: It’s all been leading to this. #InfinityWar #IronMan https://t.co/a5IyqyDcdZ
666	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
667	0	0	@MarvelStudios @Avengers Started when I first saw Iron Man with my parents 10 years ago and I’ve been a fan ever si… https://t.co/wG83TSs2s8
668	0	0	RT @MatthewACherry: .@Marvel really giving us #BlackPanther and #InfinityWar back to back in a 2 month span https://t.co/nsD711LNTQ
669	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
670	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
671	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
672	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
673	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
674	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
675	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
676	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
677	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
678	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
679	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
680	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
681	0	0	An entire universe. Once and for all #Avengers #InfinityWar
682	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
683	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
684	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
685	0	0	@MarvelStudios I started at the very beginning by watching Iron Man #Avengers +#InfinityWar
686	0	0	Yes everyone, Infinity War is out next week. #Avengers #InfinityWar https://t.co/P171LcfyuO
687	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
688	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
689	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
690	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
691	0	0	An entire universe. Once and for all #Avengers #InfinityWar
692	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
693	2	0	RT @Guardians: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/GRQn6YfNq3 https…
694	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
695	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
696	0	0	RT @804StreetMedia: Wakanda Forever! Avengers: Infinity War is coming. #BlackPantherChallenge

We don’t fight for one life. We fight for al…
697	0	0	@MarvelStudios Probably at @Comic_Con 2007 in Hall H. #Avengers #InfinityWar
698	0	0	RT @tomsguide: For those just joining us, this is @MikeAndronico live-tweeting The Winter Soldier as part of our road to @Avengers:#Infinit…
699	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
700	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
701	0	0	An entire universe. Once and for all #Avengers #InfinityWar
702	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
703	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
